payment_id,user_id,amount,payment_date,payment_method
190,127,7.99,11/2/2023,PayPal
191,24,19.99,1/27/2024,PayPal
192,921,4.99,2/27/2025,Apple Pay
193,699,14.99,7/30/2024,Google Pay
194,306,7.99,4/7/2024,Apple Pay
195,751,19.99,10/22/2024,Credit Card
196,489,14.99,2/9/2025,Apple Pay
197,581,7.99,11/1/2023,Apple Pay
198,200,14.99,5/5/2023,Google Pay
199,909,19.99,3/30/2024,Apple Pay
200,175,19.99,7/9/2023,Credit Card
201,178,9.99,1/30/2025,Apple Pay
202,775,4.99,11/1/2023,Credit Card
203,273,14.99,4/21/2024,Credit Card
204,864,19.99,4/14/2025,PayPal
205,435,9.99,11/19/2023,Google Pay
206,75,14.99,1/7/2025,Google Pay
207,573,14.99,7/3/2023,Credit Card
208,1,9.99,4/1/2024,PayPal
209,271,14.99,5/29/2023,Apple Pay
210,132,7.99,12/5/2024,PayPal
211,344,19.99,11/12/2024,Credit Card
212,992,4.99,5/20/2024,PayPal
213,561,7.99,6/24/2023,Credit Card
214,242,14.99,4/22/2025,PayPal
215,394,4.99,6/19/2024,Apple Pay
216,864,7.99,3/8/2024,PayPal
217,151,19.99,10/29/2023,Apple Pay
218,564,14.99,7/16/2023,Apple Pay
219,629,14.99,12/27/2023,Apple Pay
220,318,19.99,1/18/2025,Google Pay
221,55,9.99,8/23/2024,Credit Card
222,463,9.99,11/2/2023,PayPal
223,582,7.99,3/3/2024,PayPal
224,672,4.99,12/13/2023,PayPal
225,562,19.99,7/11/2023,Apple Pay
226,384,14.99,7/27/2024,Google Pay
227,400,19.99,6/29/2024,Apple Pay
228,862,7.99,12/2/2023,PayPal
229,568,7.99,3/5/2025,PayPal
230,164,14.99,12/27/2024,Apple Pay
231,634,19.99,9/24/2023,Credit Card
232,623,9.99,4/23/2023,PayPal
233,513,7.99,8/13/2023,Apple Pay
234,59,7.99,4/27/2023,Credit Card
235,712,9.99,1/27/2024,PayPal
236,105,14.99,9/14/2024,PayPal
237,976,4.99,11/19/2024,Apple Pay
238,303,14.99,10/13/2023,Apple Pay
239,759,9.99,5/4/2023,Google Pay
240,766,9.99,7/7/2024,Apple Pay
241,468,9.99,12/20/2024,PayPal
242,508,4.99,2/2/2024,Apple Pay
243,395,19.99,7/19/2023,Google Pay
244,833,7.99,6/2/2023,Google Pay
245,475,9.99,11/26/2024,Google Pay
246,12,4.99,5/19/2023,Credit Card
247,364,9.99,9/22/2024,Google Pay
248,820,4.99,9/19/2024,Credit Card
249,887,4.99,10/22/2023,Apple Pay
250,74,9.99,3/19/2025,Google Pay
251,44,9.99,3/18/2025,Google Pay
252,915,19.99,8/31/2024,Credit Card
253,821,19.99,6/16/2024,Apple Pay
254,712,7.99,5/27/2023,Apple Pay
255,95,9.99,6/11/2023,Apple Pay
256,1,4.99,7/5/2024,Apple Pay
257,496,14.99,3/25/2025,Credit Card
258,47,19.99,7/26/2023,Credit Card
259,518,4.99,10/18/2024,Google Pay
260,83,4.99,8/19/2024,Credit Card
261,751,4.99,5/28/2023,Google Pay
262,498,4.99,6/25/2024,Apple Pay
263,551,19.99,11/2/2023,Credit Card
264,53,7.99,3/5/2025,Apple Pay
265,103,19.99,11/1/2023,Credit Card
266,68,9.99,1/31/2025,Apple Pay
267,555,14.99,10/14/2023,Apple Pay
268,718,7.99,11/24/2024,PayPal
269,374,19.99,12/29/2024,Credit Card
270,302,7.99,4/17/2024,Google Pay
271,317,9.99,12/23/2024,PayPal
272,606,4.99,2/2/2024,Google Pay
273,945,19.99,3/31/2025,PayPal
274,900,9.99,3/25/2024,Google Pay
275,501,9.99,4/23/2024,Google Pay
276,945,14.99,8/21/2024,Credit Card
277,609,4.99,4/3/2024,PayPal
278,542,14.99,4/18/2025,Google Pay
279,175,19.99,11/11/2024,Google Pay
280,698,19.99,2/6/2025,PayPal
281,148,7.99,5/16/2024,PayPal
282,993,14.99,5/30/2024,PayPal
283,32,19.99,3/11/2025,PayPal
284,377,19.99,2/18/2025,Apple Pay
285,809,4.99,6/27/2023,Google Pay
286,904,7.99,4/16/2024,Credit Card
287,173,4.99,4/1/2025,PayPal
288,515,7.99,1/29/2024,PayPal
289,689,9.99,6/4/2024,Google Pay
290,136,9.99,3/13/2025,Credit Card
291,338,4.99,8/16/2024,Credit Card
292,414,4.99,5/14/2024,PayPal
293,236,7.99,4/25/2023,Credit Card
294,619,14.99,9/9/2023,PayPal
295,266,7.99,4/22/2025,PayPal
296,616,7.99,8/20/2023,PayPal
297,485,14.99,5/26/2023,Google Pay
298,713,7.99,4/2/2024,Credit Card
299,692,19.99,3/31/2024,PayPal
300,149,4.99,8/5/2023,Google Pay
301,474,9.99,8/28/2023,Apple Pay
302,191,14.99,6/23/2023,PayPal
303,973,19.99,4/9/2024,Credit Card
304,53,7.99,8/25/2024,Apple Pay
305,708,14.99,4/28/2023,PayPal
306,576,7.99,10/18/2023,Google Pay
307,323,7.99,10/18/2023,PayPal
308,488,4.99,5/25/2023,Apple Pay
309,4,14.99,9/30/2024,Google Pay
310,635,7.99,2/28/2024,Apple Pay
311,58,19.99,5/4/2024,Apple Pay
312,729,4.99,7/18/2024,Apple Pay
313,742,14.99,6/8/2024,PayPal
314,617,7.99,4/3/2024,PayPal
315,557,4.99,6/25/2024,Credit Card
316,150,4.99,10/1/2024,Apple Pay
317,940,14.99,7/5/2023,Apple Pay
318,422,4.99,7/1/2023,Google Pay
319,975,7.99,3/8/2025,PayPal
320,112,14.99,1/4/2024,PayPal
321,155,14.99,3/21/2024,Google Pay
322,631,4.99,9/12/2024,Apple Pay
323,873,14.99,2/15/2024,Google Pay
324,565,19.99,12/7/2024,Apple Pay
325,111,19.99,3/13/2024,Apple Pay
326,435,9.99,11/15/2023,Credit Card
327,185,7.99,1/2/2025,Credit Card
328,790,9.99,7/25/2023,PayPal
329,11,9.99,9/26/2023,Credit Card
330,569,4.99,5/5/2024,Apple Pay
331,388,19.99,6/20/2024,Google Pay
332,782,7.99,7/18/2023,Apple Pay
333,495,9.99,12/2/2023,Google Pay
334,557,7.99,10/15/2024,Apple Pay
335,121,7.99,7/5/2024,Apple Pay
336,834,7.99,6/29/2024,Apple Pay
337,535,9.99,3/16/2025,Apple Pay
338,403,4.99,6/20/2024,Google Pay
339,349,14.99,6/16/2023,Credit Card
340,970,14.99,11/29/2024,Google Pay
341,564,9.99,12/17/2024,PayPal
342,824,4.99,12/27/2024,PayPal
343,746,7.99,1/9/2024,Google Pay
344,829,14.99,7/27/2023,Google Pay
345,720,19.99,8/9/2024,Apple Pay
346,96,7.99,11/13/2024,PayPal
347,73,7.99,9/3/2023,Google Pay
348,122,4.99,5/10/2024,Credit Card
349,980,7.99,9/3/2023,Credit Card
350,938,4.99,8/9/2024,Apple Pay
351,533,7.99,8/23/2023,Google Pay
352,850,9.99,10/5/2024,Credit Card
353,270,14.99,1/29/2024,Credit Card
354,888,7.99,4/13/2025,Credit Card
355,454,19.99,5/20/2023,Apple Pay
356,703,14.99,6/28/2023,PayPal
357,95,19.99,1/27/2024,Google Pay
358,191,14.99,3/25/2024,Credit Card
359,564,9.99,6/1/2024,Credit Card
360,250,4.99,9/22/2023,PayPal
361,733,14.99,10/14/2023,Apple Pay
362,823,7.99,6/1/2024,Apple Pay
363,330,19.99,5/28/2023,Google Pay
364,258,19.99,7/14/2023,Apple Pay
365,728,9.99,1/8/2025,PayPal
366,7,7.99,7/18/2023,Credit Card
367,250,14.99,12/11/2024,PayPal
368,480,14.99,9/18/2024,Google Pay
369,851,14.99,1/22/2025,Credit Card
370,823,14.99,10/24/2024,PayPal
371,904,19.99,3/19/2025,PayPal
372,288,9.99,11/25/2024,PayPal
373,377,14.99,8/17/2023,Apple Pay
374,827,14.99,2/24/2024,Apple Pay
375,882,9.99,1/25/2025,Apple Pay
376,909,19.99,5/5/2024,PayPal
377,373,9.99,10/16/2023,Apple Pay
378,280,14.99,7/1/2024,PayPal
379,33,14.99,2/13/2025,Credit Card
380,168,14.99,12/30/2024,PayPal
381,181,19.99,12/4/2024,Apple Pay
382,615,7.99,6/5/2024,PayPal
383,267,19.99,5/19/2023,Apple Pay
384,740,14.99,2/10/2024,Google Pay
385,464,14.99,8/7/2024,Credit Card
386,85,7.99,8/4/2023,Credit Card
387,7,19.99,7/26/2023,Apple Pay
388,673,4.99,11/10/2023,PayPal
389,148,19.99,11/1/2023,PayPal
390,822,4.99,11/25/2024,Credit Card
391,759,9.99,1/1/2024,Apple Pay
392,273,9.99,5/8/2024,Credit Card
393,429,9.99,7/31/2023,Google Pay
394,603,9.99,11/12/2024,Google Pay
395,624,7.99,11/29/2024,Google Pay
396,864,7.99,8/1/2023,Credit Card
397,520,9.99,12/30/2024,Apple Pay
398,282,9.99,12/7/2024,Google Pay
399,553,19.99,8/24/2024,Google Pay
400,815,14.99,2/17/2024,Credit Card
401,597,4.99,11/18/2023,PayPal
402,848,9.99,9/23/2023,PayPal
403,851,9.99,11/11/2023,Google Pay
404,37,9.99,7/8/2023,PayPal
405,584,7.99,2/14/2024,PayPal
406,809,14.99,7/9/2024,PayPal
407,911,9.99,1/10/2025,Google Pay
408,591,4.99,10/3/2023,PayPal
409,821,19.99,4/11/2024,PayPal
410,185,7.99,5/6/2024,Apple Pay
411,98,14.99,7/23/2023,Apple Pay
412,67,9.99,7/14/2024,PayPal
413,784,7.99,6/18/2024,PayPal
414,125,9.99,12/2/2024,Credit Card
415,820,7.99,4/23/2023,Google Pay
416,728,9.99,12/30/2023,Apple Pay
417,573,4.99,6/8/2023,Google Pay
418,839,19.99,8/22/2023,PayPal
419,461,19.99,3/24/2025,Credit Card
420,278,4.99,7/3/2024,Credit Card
421,642,19.99,2/19/2024,Apple Pay
422,943,7.99,9/2/2024,PayPal
423,62,14.99,6/24/2024,Google Pay
424,678,19.99,11/30/2023,Credit Card
425,451,9.99,7/24/2023,Credit Card
426,23,4.99,6/29/2024,Google Pay
427,48,9.99,7/31/2024,Credit Card
428,894,4.99,1/11/2024,Google Pay
429,437,19.99,11/4/2023,Google Pay
430,214,7.99,1/1/2024,Credit Card
431,400,19.99,12/19/2023,PayPal
432,124,4.99,10/29/2024,Credit Card
433,576,9.99,4/24/2023,Apple Pay
434,932,14.99,11/26/2023,Credit Card
435,640,14.99,3/5/2024,Apple Pay
436,88,7.99,3/15/2025,PayPal
437,602,19.99,8/30/2023,Credit Card
438,452,7.99,8/3/2023,Credit Card
439,572,7.99,12/26/2024,Google Pay
440,538,14.99,6/4/2024,PayPal
441,383,7.99,2/27/2025,Credit Card
442,402,19.99,11/6/2023,Credit Card
443,470,7.99,12/17/2024,Credit Card
444,352,14.99,2/7/2025,Apple Pay
445,264,14.99,6/5/2023,Apple Pay
446,503,7.99,8/4/2023,Credit Card
447,936,9.99,7/13/2024,Credit Card
448,258,9.99,5/22/2024,PayPal
449,596,7.99,7/11/2023,Apple Pay
450,955,9.99,9/24/2023,PayPal
451,686,9.99,3/29/2024,Google Pay
452,200,14.99,10/23/2023,Google Pay
453,116,14.99,8/18/2023,Google Pay
454,159,14.99,11/1/2023,Credit Card
455,874,14.99,6/4/2023,Google Pay
456,217,7.99,3/30/2024,PayPal
457,889,14.99,8/29/2023,Apple Pay
458,114,14.99,8/11/2024,PayPal
459,426,4.99,3/8/2024,Credit Card
460,273,7.99,11/27/2023,Credit Card
461,216,7.99,6/7/2023,Credit Card
462,176,4.99,6/29/2024,Apple Pay
463,111,19.99,9/28/2024,Apple Pay
464,593,4.99,12/14/2024,Credit Card
465,380,19.99,4/4/2024,Apple Pay
466,731,7.99,2/27/2024,Apple Pay
467,91,7.99,6/13/2023,Credit Card
468,215,9.99,4/10/2025,Apple Pay
469,338,9.99,11/2/2023,Apple Pay
470,778,7.99,1/20/2025,PayPal
471,547,9.99,3/7/2024,Credit Card
472,699,9.99,2/15/2024,Google Pay
473,657,4.99,7/30/2024,Credit Card
474,84,14.99,12/31/2023,PayPal
475,472,7.99,10/9/2024,Credit Card
476,483,19.99,5/8/2024,PayPal
477,94,9.99,6/9/2023,Credit Card
478,26,19.99,10/23/2023,Apple Pay
479,196,14.99,3/14/2024,Google Pay
480,529,19.99,4/6/2025,Google Pay
481,454,14.99,11/13/2024,PayPal
482,747,4.99,10/21/2024,Apple Pay
483,650,19.99,4/17/2025,Credit Card
484,773,9.99,7/7/2024,Apple Pay
485,775,4.99,9/13/2024,PayPal
486,319,19.99,2/1/2024,Google Pay
487,527,4.99,1/14/2024,Google Pay
488,636,7.99,11/28/2024,PayPal
489,301,4.99,3/28/2025,Apple Pay
490,272,4.99,5/15/2023,Google Pay
491,268,19.99,7/31/2024,Credit Card
492,365,19.99,5/29/2023,Credit Card
493,854,9.99,2/17/2024,Credit Card
494,419,14.99,1/29/2025,Apple Pay
495,682,14.99,6/9/2023,Credit Card
496,218,4.99,3/17/2024,Apple Pay
497,877,7.99,4/21/2024,Google Pay
498,254,4.99,6/4/2023,Credit Card
499,464,19.99,10/7/2023,Apple Pay
500,153,19.99,8/16/2024,Apple Pay
501,378,4.99,12/24/2023,Google Pay
502,276,19.99,3/19/2024,PayPal
503,132,14.99,8/24/2023,Apple Pay
504,680,14.99,3/18/2025,Google Pay
505,126,19.99,12/31/2023,PayPal
506,472,9.99,1/20/2024,Google Pay
507,854,9.99,8/3/2024,Credit Card
508,554,9.99,3/3/2025,PayPal
509,486,7.99,10/31/2023,Credit Card
510,298,7.99,7/20/2024,Apple Pay
511,436,9.99,6/4/2023,Apple Pay
512,176,7.99,7/15/2024,Credit Card
513,66,7.99,9/23/2023,PayPal
514,452,4.99,1/7/2024,PayPal
515,50,19.99,3/28/2024,Credit Card
516,49,7.99,4/14/2025,Credit Card
517,206,19.99,7/6/2023,PayPal
518,234,19.99,1/28/2024,Google Pay
519,642,19.99,11/29/2023,PayPal
520,280,4.99,10/31/2024,Apple Pay
521,84,19.99,4/11/2024,Credit Card
522,980,9.99,7/29/2023,Google Pay
523,833,7.99,2/21/2025,Google Pay
524,988,14.99,7/7/2023,Apple Pay
525,49,9.99,5/8/2023,Google Pay
526,381,4.99,12/27/2024,PayPal
527,59,4.99,7/19/2024,Apple Pay
528,835,4.99,5/1/2024,Apple Pay
529,979,14.99,1/27/2025,PayPal
530,944,7.99,6/22/2023,Credit Card
531,610,19.99,10/22/2024,Apple Pay
532,96,14.99,9/2/2023,Google Pay
533,919,19.99,5/28/2023,Apple Pay
534,217,19.99,4/23/2024,Google Pay
535,461,7.99,6/26/2023,PayPal
536,191,19.99,11/30/2023,Google Pay
537,989,7.99,7/19/2023,PayPal
538,557,9.99,9/23/2023,Credit Card
539,66,7.99,3/31/2025,Credit Card
540,902,7.99,10/16/2023,Apple Pay
541,760,14.99,1/11/2025,Credit Card
542,459,7.99,2/12/2024,Google Pay
543,925,9.99,9/20/2023,Apple Pay
544,523,14.99,2/17/2024,Credit Card
545,845,7.99,9/20/2024,Credit Card
546,564,4.99,1/31/2025,Apple Pay
547,1000,9.99,7/4/2023,PayPal
548,545,7.99,1/9/2025,PayPal
549,539,7.99,1/5/2025,Credit Card
550,733,9.99,2/6/2025,Apple Pay
551,649,14.99,7/31/2023,Apple Pay
552,665,19.99,12/6/2023,Google Pay
553,812,9.99,7/29/2024,Apple Pay
554,302,9.99,10/31/2023,Apple Pay
555,664,19.99,2/29/2024,Apple Pay
556,207,9.99,6/19/2024,Google Pay
557,359,4.99,3/20/2024,Credit Card
558,790,4.99,9/1/2023,Apple Pay
559,906,4.99,5/27/2024,Apple Pay
560,274,9.99,8/19/2023,Credit Card
561,557,4.99,4/23/2023,Apple Pay
562,778,14.99,5/8/2024,PayPal
563,673,19.99,2/16/2025,Credit Card
564,987,9.99,4/12/2025,Google Pay
565,93,4.99,8/30/2024,PayPal
566,177,19.99,8/9/2024,PayPal
567,573,19.99,7/26/2023,PayPal
568,907,7.99,11/4/2023,Google Pay
569,383,14.99,1/11/2024,Google Pay
570,704,7.99,8/23/2024,Apple Pay
571,210,19.99,12/7/2024,PayPal
572,938,14.99,11/16/2024,Apple Pay
573,234,7.99,12/10/2024,Apple Pay
574,270,7.99,1/29/2024,Credit Card
575,351,14.99,11/14/2023,Google Pay
576,645,7.99,10/6/2024,Credit Card
577,549,19.99,12/9/2024,Credit Card
578,24,19.99,1/16/2024,PayPal
579,937,14.99,12/22/2024,Credit Card
580,946,9.99,11/2/2023,Credit Card
581,356,14.99,1/7/2024,Credit Card
582,387,14.99,10/14/2023,Apple Pay
583,663,14.99,12/4/2024,Google Pay
584,835,14.99,6/4/2023,PayPal
585,149,19.99,10/21/2024,PayPal
586,480,14.99,6/16/2024,Google Pay
587,61,7.99,12/1/2023,Apple Pay
588,86,19.99,5/17/2024,PayPal
589,557,4.99,10/25/2023,PayPal
590,60,9.99,12/9/2024,Apple Pay
591,391,9.99,12/29/2024,Credit Card
592,807,14.99,8/26/2024,PayPal
593,731,14.99,5/31/2023,PayPal
594,983,9.99,10/19/2023,Google Pay
595,233,7.99,8/5/2023,Credit Card
596,506,19.99,10/6/2023,Credit Card
597,989,19.99,12/15/2023,Apple Pay
598,244,7.99,9/20/2024,Credit Card
599,592,19.99,5/11/2024,Apple Pay
600,742,9.99,3/28/2025,Apple Pay
601,394,19.99,10/31/2023,PayPal
602,253,19.99,11/11/2024,PayPal
603,376,14.99,2/16/2025,Credit Card
604,65,7.99,2/3/2024,Apple Pay
605,353,14.99,4/20/2025,Apple Pay
606,590,4.99,6/15/2024,Apple Pay
607,758,4.99,11/14/2023,Google Pay
608,501,4.99,8/31/2024,PayPal
609,968,7.99,11/26/2024,Apple Pay
610,934,4.99,12/25/2024,PayPal
611,991,14.99,9/27/2024,Google Pay
612,241,19.99,7/10/2023,Apple Pay
613,171,19.99,3/3/2024,Apple Pay
614,196,9.99,2/20/2025,Credit Card
615,628,19.99,6/27/2024,Apple Pay
616,138,4.99,3/21/2024,Apple Pay
617,674,9.99,12/22/2024,Google Pay
618,188,14.99,3/2/2024,Credit Card
619,100,19.99,7/19/2023,PayPal
620,233,9.99,9/17/2023,Google Pay
621,113,7.99,12/1/2023,PayPal
622,971,7.99,11/12/2023,Google Pay
623,427,19.99,6/15/2024,Credit Card
624,732,4.99,8/10/2024,Credit Card
625,783,14.99,12/18/2024,PayPal
626,278,14.99,5/6/2023,Apple Pay
627,758,19.99,9/8/2024,PayPal
628,261,4.99,1/21/2024,PayPal
629,631,4.99,11/30/2023,Apple Pay
630,708,14.99,2/7/2024,Google Pay
631,466,4.99,11/2/2023,Google Pay
632,317,4.99,6/9/2023,Google Pay
633,720,14.99,12/29/2023,Apple Pay
634,492,14.99,12/30/2023,Credit Card
635,219,19.99,7/13/2024,Credit Card
636,57,7.99,3/20/2025,Apple Pay
637,398,7.99,5/16/2023,Credit Card
638,720,19.99,7/9/2024,Google Pay
639,973,14.99,4/14/2024,PayPal
640,675,14.99,9/29/2024,Credit Card
641,512,14.99,1/23/2025,Google Pay
642,54,19.99,6/20/2024,Credit Card
643,71,4.99,6/18/2024,Credit Card
644,54,19.99,4/21/2025,Google Pay
645,118,14.99,9/6/2024,Apple Pay
646,827,7.99,10/5/2023,Google Pay
647,680,9.99,6/9/2023,Credit Card
648,256,4.99,7/15/2024,Credit Card
649,317,19.99,10/2/2024,PayPal
650,436,9.99,2/6/2024,PayPal
651,901,14.99,10/11/2023,Apple Pay
652,798,4.99,10/23/2023,Credit Card
653,953,14.99,7/6/2024,Google Pay
654,636,19.99,1/5/2025,PayPal
655,56,14.99,11/2/2023,Credit Card
656,926,14.99,12/10/2023,PayPal
657,585,7.99,9/18/2023,Apple Pay
658,346,14.99,3/15/2024,Google Pay
659,874,14.99,10/21/2024,PayPal
660,373,7.99,12/31/2023,Google Pay
661,751,4.99,9/9/2023,Google Pay
662,276,19.99,11/26/2024,Apple Pay
663,791,7.99,2/18/2024,PayPal
664,768,14.99,8/21/2024,PayPal
